word,vector
7038,"[-0.040827300399541855,-0.08132591098546982,-0.1994248628616333,-0.02368217706680298,0.0673053041100502]"
6350,"[-0.1360888034105301,-0.018305279314517975,-0.2445504516363144,-0.012764392420649529,0.38166511058807373]"
81591,"[-0.3145236074924469,-0.20161718130111694,-0.22047434747219086,0.18149074912071228,0.22868162393569946]"
76060,"[-0.08723834156990051,0.07245814800262451,0.09352941811084747,-0.08715495467185974,-0.03619357943534851]"
32460,"[-0.04507308453321457,-0.05028454586863518,-0.17019937932491302,-0.05232439562678337,-0.0462644062936306]"
371,"[0.025534752756357193,0.3019634187221527,0.13630500435829163,-0.29474422335624695,-0.19557656347751617]"
2443,"[0.0012891096994280815,0.06242194026708603,-0.015806132927536964,0.05016523599624634,0.061389416456222534]"
81,"[-0.05849388614296913,0.058210279792547226,0.14299026131629944,-0.04630511254072189,-0.038394831120967865]"
104283,"[0.06734339892864227,0.0037913438864052296,0.025272559374570847,0.0185646191239357,0.07254485785961151]"
2123,"[0.02095521241426468,0.04560081660747528,-0.03889375552535057,0.05530663579702377,-0.05974165350198746]"
4243,"[-0.02618580125272274,0.046301160007715225,-0.04146683216094971,0.05505892261862755,0.07393428683280945]"
4855,"[-0.23387321829795837,-0.19639351963996887,-0.3054157495498657,-0.05585021898150444,0.14342832565307617]"
49396,"[-0.010761277750134468,0.0064830901101231575,-0.08454060554504395,-0.03637271374464035,0.02548706717789173]"
3269,"[0.020922277122735977,-0.17374779284000397,-0.08752032369375229,-0.11148714274168015,0.12249252200126648]"
5135,"[-0.17699536681175232,-0.09021935611963272,-0.2677765190601349,-0.08133113384246826,0.2502681612968445]"
26587,"[0.040277380496263504,0.09679702669382095,-0.13225069642066956,-0.021335391327738762,-0.054984185844659805]"
4027,"[0.1710907518863678,-0.13753913342952728,-0.3736909031867981,-0.3696795105934143,0.33151325583457947]"
8528,"[-0.4169057309627533,-0.12058967351913452,-0.09157907217741013,0.00988729577511549,0.18574286997318268]"
5668,"[-0.008147708140313625,-0.005250412039458752,0.0016617905348539352,-0.005634116940200329,-0.03311603516340256]"
56336,"[0.015427677892148495,0.0717698186635971,-0.03813445568084717,-0.024145187810063362,0.054034482687711716]"
117646,"[-0.06914333999156952,-0.04227360710501671,-0.06307825446128845,0.05174218863248825,-0.09345513582229614]"
1948,"[-0.0686730220913887,-0.03596210107207298,-0.03556346520781517,0.025903986766934395,0.060742076486349106]"
1084,"[0.5236802101135254,0.14051589369773865,0.07440139353275299,0.41070303320884705,-0.2542124390602112]"
1533,"[-0.06095590069890022,-0.06415921449661255,0.006786627229303122,0.049329377710819244,0.03869382292032242]"
1222,"[-2.1744053810834885e-05,0.8908262252807617,-0.02042415179312229,1.3913193941116333,-1.1467208862304688]"
102194,"[0.02227628417313099,0.027415284886956215,-0.14998988807201385,0.02483426034450531,0.10971351712942123]"
179135,"[-0.11389285326004028,-0.01935606449842453,-0.036906592547893524,-0.011244755238294601,0.03419990465044975]"
100527,"[0.026000892743468285,-0.08654361963272095,0.010190349072217941,-0.09924715757369995,-0.07776521146297455]"
611,"[-0.00863678939640522,-0.008109437301754951,0.034273259341716766,0.017962530255317688,0.07577022165060043]"
4113,"[0.029093332588672638,0.03334638103842735,-0.11232280731201172,0.06691603362560272,-0.024437393993139267]"
791,"[-0.1256401389837265,-0.11579129844903946,-0.09853556752204895,-0.001687477109953761,-0.04963082820177078]"
2729,"[-0.05064280331134796,0.03904547169804573,-0.1773855835199356,-0.027862438932061195,0.004295562393963337]"
1900,"[-0.04295876622200012,-0.03224653750658035,0.037581637501716614,-0.0283924899995327,0.01966339349746704]"
1347,"[0.09309522807598114,-0.0004160685930401087,-0.053832635283470154,0.03598891943693161,-0.04154761880636215]"
53121,"[0.017021074891090393,-0.12396562099456787,-0.21716444194316864,-0.04273761063814163,-0.0357990525662899]"
89939,"[-0.005860309116542339,0.052103955298662186,0.016039744019508362,-0.04462292790412903,-0.07295144349336624]"
2581,"[-0.06898994743824005,0.09114731848239899,-0.25963789224624634,0.33606478571891785,-0.07789348065853119]"
165483,"[-0.19889065623283386,-0.11791550368070602,-0.33336174488067627,0.09714127331972122,0.13008594512939453]"
96832,"[0.03828547149896622,0.07017561793327332,-7.56413210183382e-05,-0.011576294898986816,-0.06227186694741249]"
1353,"[-0.08471625298261642,-0.06845434755086899,-0.026579802855849266,0.05375029146671295,-0.10771174728870392]"
6708,"[-0.23024600744247437,0.06756200641393661,-0.21115648746490479,0.0333595909178257,0.41553905606269836]"
80727,"[-0.019358733668923378,-0.010433947667479515,-0.14912773668766022,0.0024505353067070246,0.05570358783006668]"
107565,"[0.048665449023246765,0.05634961277246475,-0.04752192273736,0.025377126410603523,0.0048850709572434425]"
1429,"[-0.16817215085029602,-0.027071624994277954,-0.17538227140903473,0.017026634886860847,-0.02990732714533806]"
103980,"[-0.08719293773174286,-0.07859579473733902,-0.005733859725296497,-0.07884960621595383,-0.09374938160181046]"
51088,"[0.10365559160709381,-0.08361010998487473,-0.004071269184350967,-0.06480042636394501,0.03498225659132004]"
53993,"[0.06961411237716675,0.015685468912124634,-0.029851801693439484,-0.05099060758948326,0.06805378198623657]"
423,"[0.02988622710108757,-0.03691636770963669,0.021883569657802582,-0.000839706975966692,-0.04393995180726051]"
5047,"[-0.074321448802948,-0.1462864726781845,-0.011991136707365513,-0.014759160578250885,0.17050328850746155]"
63515,"[-0.009009459987282753,0.08112409710884094,-0.08321715146303177,0.028627261519432068,0.041416581720113754]"
3932,"[-0.025639954954385757,0.03105969913303852,0.03936640918254852,-0.013461693190038204,-0.0009964383207261562]"
2316,"[-0.06153608113527298,0.054275475442409515,-0.046236906200647354,0.06469690054655075,-0.06915760040283203]"
55444,"[0.01687628962099552,0.07276573777198792,0.039897169917821884,0.07055579125881195,0.062377482652664185]"
271,"[0.03656233847141266,0.06100822985172272,0.05622069537639618,0.03803711757063866,0.06901982426643372]"
105250,"[-0.18512749671936035,-0.05919408053159714,-0.10565285384654999,-0.04496004804968834,0.08344969153404236]"
2410,"[-0.06860951334238052,0.07719098031520844,-0.09686745703220367,0.09524774551391602,-0.08765209466218948]"
3156,"[0.03320649638772011,-0.11438128352165222,-0.07300793379545212,-0.07923471182584763,0.05318092554807663]"
1615,"[-0.09374891221523285,0.05972888320684433,0.09173481166362762,0.10256887972354889,-0.007037489674985409]"
74154,"[-0.08278412371873856,-0.10678745061159134,-0.20749880373477936,-0.020661119371652603,0.06819895654916763]"
304,"[0.030278800055384636,0.10584177076816559,0.14531376957893372,-0.07908616214990616,-0.11439336836338043]"
44195,"[-0.2794014811515808,-0.00027256784960627556,-0.44571003317832947,0.06097300723195076,0.3573877215385437]"
1095,"[0.1983390897512436,0.07275816053152084,0.1089383065700531,0.29975175857543945,-0.16565106809139252]"
159093,"[-0.37592723965644836,-0.12205813080072403,-0.5821541547775269,0.1190425306558609,0.13907352089881897]"
4247,"[0.013526411727070808,0.005173148587346077,-0.09270733594894409,0.03096386231482029,-0.023452315479516983]"
26681,"[-0.049795135855674744,0.04753349348902702,0.04167346656322479,0.030626360327005386,-0.023485718294978142]"
91126,"[-0.035095591098070145,0.026868626475334167,-0.11475450545549393,0.07490269839763641,0.07016272842884064]"
2822,"[-0.061518047004938126,0.06554021686315536,-0.08068271726369858,-0.006932765711098909,-0.02981940098106861]"
2599,"[0.08212652802467346,0.20133861899375916,-0.6188881993293762,0.35301148891448975,0.20879130065441132]"
6246,"[0.020896004512906075,0.1118047833442688,-0.06655575335025787,0.08650248497724533,-0.0013215895742177963]"
1883,"[-0.05463699251413345,0.03272107243537903,-0.10395625978708267,0.05395733565092087,0.003995089791715145]"
333,"[-0.046441007405519485,0.615547776222229,0.2048317790031433,-0.6881498694419861,-0.3670317530632019]"
26078,"[-0.06111394986510277,-0.06231968104839325,-0.11893707513809204,0.06779076159000397,-0.09732718765735626]"
4153,"[-0.08588423579931259,0.021178336814045906,0.005635629873722792,0.0921277403831482,-0.11235523223876953]"
34319,"[-0.06421170383691788,-0.12703941762447357,-0.08701574057340622,0.07040750235319138,0.04404770955443382]"
166568,"[-0.008678988553583622,0.007920731790363789,-0.0990053191781044,0.04983892664313316,0.10969358682632446]"
1596,"[-0.027308041229844093,0.014682606793940067,0.028053637593984604,0.08188033103942871,-0.007362898904830217]"
3074,"[0.05430111661553383,0.07564560323953629,-0.06457642465829849,-0.08597713708877563,-0.08902596682310104]"
170907,"[-0.1556605100631714,0.02426598221063614,-0.30960848927497864,0.031518448144197464,0.044211070984601974]"
122092,"[-0.08383237570524216,0.03177338466048241,-0.18136240541934967,0.03822280466556549,0.09156815707683563]"
98961,"[-0.15470600128173828,-0.16021987795829773,-0.24639591574668884,0.06557667255401611,0.045404914766550064]"
3741,"[-0.09233756363391876,-0.04528876766562462,-0.2600127160549164,-0.013385369442403316,0.1307256668806076]"
5657,"[0.04112487658858299,0.03863963857293129,-0.012028218246996403,-0.013771791942417622,-0.003345250152051449]"
4544,"[0.0529688335955143,0.006962548475712538,-0.026359986513853073,-0.09328646957874298,-0.045560866594314575]"
6415,"[-0.10649577528238297,0.050404638051986694,-0.11207589507102966,0.009400424547493458,0.08709519356489182]"
1375,"[0.03459298238158226,0.09621457755565643,0.07012175768613815,0.10798259824514389,-0.13561442494392395]"
1952,"[-0.2237221598625183,0.007749516051262617,-0.032229870557785034,0.02470892108976841,-0.11586666107177734]"
130978,"[-0.19419699907302856,-0.10196281224489212,-0.4200206995010376,0.07238627225160599,0.0017913663759827614]"
633,"[-0.07041643559932709,0.06592004746198654,-0.0022412058897316456,0.033951666206121445,0.07130952924489975]"
101765,"[0.035521455109119415,0.05921792984008789,0.02891666814684868,-0.08983062952756882,-0.09432550519704819]"
59143,"[-0.11263016611337662,-0.02024471014738083,-0.04208949953317642,0.07695262134075165,-0.03188736364245415]"
8973,"[-0.056563012301921844,0.014313042163848877,-0.1396958827972412,-0.03403943032026291,-0.03517412394285202]"
416,"[0.08818215131759644,-0.025556620210409164,-0.034920502454042435,-0.06270895898342133,0.06392818689346313]"
2048,"[-0.10005121678113937,0.0314609669148922,-0.04653240367770195,-0.07071956247091293,-0.062463875859975815]"
3418,"[-0.10234162956476212,-0.15777097642421722,-0.3430492579936981,-0.1354244351387024,0.06761395931243896]"
168266,"[-0.08396484702825546,-0.12203656882047653,-0.32048532366752625,-0.04527544602751732,0.0032044267281889915]"
282,"[-0.06253381073474884,0.3124854862689972,0.2702477276325226,-0.3196249306201935,-0.1070336252450943]"
31658,"[-0.43164172768592834,-0.08073228597640991,-0.34320053458213806,0.15511873364448547,0.1322874277830124]"
68597,"[0.02409711852669716,-0.06954679638147354,0.009827999398112297,-0.029890745878219604,-0.07976134121417999]"
54999,"[0.031662411987781525,-0.005441285669803619,-0.05675331875681877,-0.050899893045425415,0.05318306013941765]"
3387,"[-0.13199034333229065,0.04838885739445686,-0.12040151655673981,-0.09479090571403503,0.028824064880609512]"
4495,"[0.04966406896710396,-0.07045172899961472,-0.01607273891568184,-0.014362603425979614,-0.024303747341036797]"
1100,"[0.018678881227970123,0.07779808342456818,0.015145898796617985,0.05330725386738777,-0.08460189402103424]"
131796,"[-0.04550857096910477,-0.08440416306257248,-0.06846044212579727,0.014633234590291977,0.09413021802902222]"
104218,"[-0.044933468103408813,-0.11879227310419083,-0.11157459020614624,-0.01679193414747715,-0.06219916790723801]"
187717,"[-0.011438412591814995,-0.11804709583520889,-0.09571374207735062,0.08013699948787689,0.039661504328250885]"
7943,"[-0.14817875623703003,0.009147598408162594,-0.09233810752630234,-0.07526199519634247,0.1273074746131897]"
778,"[1.1065747737884521,0.06927201896905899,0.07561750710010529,-0.4179695248603821,-0.6039392352104187]"
6936,"[-0.1642177402973175,0.13498523831367493,-0.08828913420438766,0.06639990210533142,0.47554248571395874]"
1918,"[-0.05179848149418831,0.046354953199625015,0.02536785788834095,0.1426355093717575,-0.1566869020462036]"
4021,"[0.012457801029086113,-0.09212920069694519,0.02545572817325592,-0.03608771413564682,0.028056472539901733]"
6417,"[-0.09288875758647919,0.057274628430604935,-0.008097819983959198,-0.09601275622844696,0.0693935751914978]"
60979,"[0.0052724420092999935,-0.108802929520607,-0.18975327908992767,0.04339392110705376,0.1197652816772461]"
31038,"[-0.008032884448766708,-0.08131548017263412,0.04128619283437729,0.06073208898305893,0.09276378899812698]"
103372,"[-0.07959645986557007,0.031928643584251404,-0.07131654024124146,0.11547578871250153,0.11856943368911743]"
51884,"[-0.06303508579730988,-0.07788430154323578,-0.10602127015590668,-0.0002754352753981948,0.05591145157814026]"
4711,"[0.0442250557243824,-0.06316869705915451,0.007674975320696831,-0.109067901968956,0.05973462760448456]"
3708,"[-0.039040707051754,0.04927979037165642,-0.1506650596857071,0.09259219467639923,-0.015824321657419205]"
587,"[0.9048044085502625,0.6448960900306702,0.010310574434697628,-0.5715426206588745,-0.7433397173881531]"
139642,"[-0.1639554500579834,-0.11530420184135437,-0.1846427321434021,0.04633203148841858,0.09896563738584518]"
2713,"[-0.015087728388607502,-0.02735023945569992,-0.07878834754228592,-0.011811569333076477,0.005739429034292698]"
97913,"[-0.19219455122947693,-0.11101187020540237,-0.2043987214565277,0.1556265950202942,-0.0425870381295681]"
1949,"[-0.00841214694082737,-0.03491216152906418,0.00983700156211853,-0.09458176046609879,-0.0748886913061142]"
115877,"[-0.0676712915301323,0.09115471690893173,-0.0018920265138149261,0.1002996414899826,0.06787905842065811]"
105593,"[-0.06989012658596039,-0.13538825511932373,-0.10968092083930969,-0.037959642708301544,-0.05543908849358559]"
3770,"[-0.09389106929302216,-0.020253142341971397,-0.06714729964733124,0.05360177159309387,-0.033282168209552765]"
109971,"[0.01926378160715103,-0.046228714287281036,-0.07622165977954865,0.06889553368091583,0.09802752733230591]"
493,"[0.07465525716543198,0.029636485502123833,0.11951971799135208,-0.22550590336322784,-0.09694729000329971]"
89804,"[0.0447554774582386,0.01784873567521572,-5.065137520432472e-05,0.06825929135084152,-0.03112863004207611]"
2699,"[0.07005985826253891,0.11359690874814987,-0.21893496811389923,0.11620449274778366,0.026335932314395905]"
5004,"[-0.036398399621248245,-0.1351155787706375,-0.056305184960365295,0.004000837914645672,0.10563765466213226]"
89039,"[0.026440341025590897,-0.08235695213079453,-0.03067217394709587,0.06370286643505096,-0.04002084583044052]"
3910,"[-0.17276597023010254,-0.037307411432266235,-0.2106056660413742,0.1364113837480545,0.13723190128803253]"
2096,"[0.005147087387740612,0.003945925273001194,-0.1354377120733261,-0.032645318657159805,-0.07982714474201202]"
100163,"[-0.06765598803758621,-0.059111569076776505,-0.11126122623682022,0.05051334202289581,0.08788470923900604]"
160848,"[-0.08511138707399368,-0.000176737317815423,-0.019954601302742958,-0.019008571282029152,0.07011044025421143]"
1517,"[-0.12249785661697388,0.10575774312019348,-0.026126138865947723,0.3586198687553406,-0.45284074544906616]"
6380,"[-0.15511386096477509,-0.07567723095417023,-0.1146450936794281,-0.07984545826911926,0.08042769134044647]"
5643,"[0.02146117202937603,-0.04076360911130905,-0.11207247525453568,0.05997738987207413,-0.015525931492447853]"
198,"[-0.08139471709728241,0.14385327696800232,0.23284126818180084,-0.17031733691692352,-0.09361467510461807]"
26326,"[-0.09367449581623077,0.04761667177081108,0.043094731867313385,0.08603155612945557,-0.07964739203453064]"
4975,"[-0.0676841288805008,-0.11092019826173782,-0.15651367604732513,-0.07324454188346863,0.16213344037532806]"
5809,"[-0.1379195749759674,-0.1150946095585823,-0.1103266105055809,-0.09956500679254532,0.07284504920244217]"
2390,"[-1.0309042409062386e-05,-0.07127287238836288,-0.09687013179063797,0.0030423984862864017,0.03980853408575058]"
2089,"[-0.09040497243404388,-0.050249259918928146,-0.018818020820617676,-0.01349576748907566,0.07323389500379562]"
277,"[-0.08998943865299225,0.23223592340946198,0.2894280254840851,-0.2856220602989197,-0.21441231667995453]"
3606,"[-0.06816918402910233,-0.055583350360393524,-0.08747920393943787,-0.08352955430746078,-0.01106690987944603]"
4487,"[0.06300971657037735,0.04522939771413803,0.01937713660299778,0.08673018217086792,0.03135768324136734]"
52328,"[-0.08748331665992737,-0.0748448297381401,-0.10683216899633408,0.04236423596739769,0.10671835392713547]"
171251,"[-0.1228502169251442,-0.03642140328884125,-0.21211880445480347,-0.0592951700091362,0.02468070387840271]"
7235,"[-0.18037715554237366,0.07423695921897888,-0.14351922273635864,-0.05258452147245407,0.11911945044994354]"
4748,"[0.027097221463918686,-0.0039962222799658775,-0.10280127078294754,-0.057696275413036346,0.06769882887601852]"
1962,"[-0.10471658408641815,0.07383555918931961,0.007290556561201811,0.015529710799455643,-0.04710177704691887]"
8463,"[-0.07945964485406876,0.006297836545854807,-0.15580923855304718,-0.07318852841854095,0.07099079340696335]"
3441,"[-0.0007576262578368187,-0.016995999962091446,-0.026265669614076614,-0.05902239307761192,0.10517741739749908]"
146986,"[-0.18063251674175262,-0.09544482082128525,-0.10852628946304321,0.08087223023176193,0.08413460850715637]"
3968,"[-0.02121138945221901,-0.08557561039924622,-0.01181228831410408,0.010511461645364761,0.1674732118844986]"
69805,"[-0.026492085307836533,0.051308773458004,-0.09386034309864044,-0.03904919698834419,0.0982697531580925]"
58105,"[-0.007664371747523546,-0.061881985515356064,-0.10585925728082657,0.03941107913851738,-0.01099203061312437]"
79242,"[0.07156601548194885,-0.0366196446120739,0.006343812681734562,0.08351370692253113,-0.011933045461773872]"
68159,"[-0.11603440344333649,-0.07717767357826233,-0.04123273491859436,-0.07251724600791931,0.011402556672692299]"
102033,"[-0.0914476066827774,0.09517662972211838,-0.0458965077996254,0.003511451417580247,0.03793003037571907]"
6122,"[-0.0827275812625885,-0.01963326707482338,-0.032086506485939026,-0.08299475908279419,0.02056105248630047]"
2035,"[0.04733742028474808,-0.12359289079904556,0.031533729285001755,0.05175953358411789,0.056497972458601]"
1370,"[0.005553306080400944,0.2659045457839966,-0.2728586792945862,0.48298847675323486,-0.513725757598877]"
283,"[0.03818241506814957,0.04448067396879196,0.04364195466041565,-0.10472765564918518,0.05284188315272331]"
6966,"[-0.13795223832130432,0.03924010694026947,-0.0826965719461441,0.06355947256088257,-0.03143700957298279]"
7010,"[-0.07106982171535492,0.04099087789654732,-0.041876956820487976,0.01937020570039749,-0.07655840367078781]"
94015,"[-0.06501327455043793,-0.09055007249116898,-0.10995212942361832,0.0568871833384037,-0.0068064965307712555]"
5011,"[-0.07946278154850006,-0.11369284987449646,-0.07699321210384369,0.013860317878425121,-0.03145642206072807]"
42418,"[-0.055619947612285614,-0.00568753108382225,-0.22041979432106018,-0.05547023192048073,0.012372508645057678]"
8636,"[-0.3065468370914459,0.022028706967830658,-0.2650131583213806,-0.03235604614019394,0.341500848531723]"
8970,"[-0.23150290548801422,-0.13069555163383484,-0.3577481508255005,0.02664930559694767,0.11864049732685089]"
71211,"[-0.0019171647727489471,0.015514587983489037,-0.08554457128047943,0.037669871002435684,0.07336713373661041]"
937,"[0.06796125322580338,0.016687866300344467,0.06913919001817703,0.06563267111778259,-0.09655652940273285]"
338,"[0.01576378010213375,0.3480043411254883,0.16878165304660797,-0.28183725476264954,-0.2141096293926239]"
58047,"[-0.04149569943547249,-0.03870373219251633,-0.15431159734725952,0.07772515714168549,-0.06670676171779633]"
7072,"[-0.0780145525932312,-0.10726924240589142,-0.08686263859272003,0.04465356841683388,0.04616102948784828]"
6155,"[0.014934484846889973,-0.027630850672721863,-0.01554766297340393,0.08517895638942719,0.19806139171123505]"
7450,"[-0.026238733902573586,0.01098503265529871,-0.07912388443946838,-0.023625632748007774,-0.06729353219270706]"
114066,"[0.03816581889986992,-0.07672248035669327,-0.09203605353832245,-0.01531476341187954,0.020705731585621834]"
156025,"[-0.058108557015657425,-0.052989207208156586,-0.25056979060173035,0.09001277387142181,0.11499455571174622]"
3640,"[-0.06162898242473602,-0.06336239725351334,-0.0743238553404808,-0.02780287340283394,-0.09227718412876129]"
4728,"[-0.15553946793079376,-0.07235333323478699,-0.1545577496290207,0.04174147546291351,0.06041397899389267]"
922,"[0.47966504096984863,0.038052935153245926,0.3001439869403839,0.21760685741901398,-0.15459071099758148]"
8530,"[-0.15659178793430328,0.025691011920571327,0.00021496694535017014,-0.02223285473883152,-0.04873434454202652]"
140725,"[-0.0158187597990036,-0.09347595274448395,-0.02102033607661724,0.08869315683841705,0.10963289439678192]"
5632,"[-0.13513384759426117,-0.06588451564311981,-0.15534375607967377,-0.09294834733009338,0.08083674311637878]"
79501,"[0.008116036653518677,0.005176299251616001,0.023204687982797623,0.020379502326250076,-0.011312519200146198]"
6049,"[-0.04427395015954971,-0.024132177233695984,-0.03360307216644287,-0.08103494346141815,0.09703283756971359]"
3979,"[-0.06808871775865555,-0.0192829892039299,0.06849026679992676,0.04885098710656166,0.07047948986291885]"
98361,"[-0.015288889408111572,-0.09886309504508972,0.02022995799779892,0.03247132897377014,-0.07494045048952103]"
7371,"[-0.1132034957408905,-0.037277016788721085,-0.29413071274757385,0.01838412694633007,0.34902235865592957]"
133879,"[-0.02710225246846676,-0.08479765802621841,-0.1674216389656067,0.09700584411621094,-0.00887398049235344]"
8957,"[-0.18653106689453125,-0.04273083433508873,-0.034096747636795044,0.08841384202241898,0.14996597170829773]"
53447,"[0.028094811365008354,-0.05224860832095146,0.021720465272665024,-0.029323840513825417,-0.011871496215462685]"
172591,"[-0.09558142721652985,0.03470483422279358,-0.05008431151509285,-0.09511017054319382,0.07216151058673859]"
6564,"[-0.06093627214431763,-0.06134440377354622,-0.021326720714569092,-0.08959095180034637,0.1504136323928833]"
4498,"[-0.12539340555667877,-0.129304900765419,-0.0747520849108696,-0.03283549100160599,0.038337644189596176]"
3687,"[0.05120142176747322,-0.007014012895524502,-0.014343485236167908,-0.04177439585328102,-0.0697556883096695]"
2423,"[-0.13229995965957642,-0.01732080802321434,-0.3503180146217346,0.18844424188137054,-0.08441037684679031]"
7888,"[-0.09706615656614304,0.08334022760391235,-0.0191520806401968,0.07118888944387436,0.03996652737259865]"
96588,"[-0.17753127217292786,-0.17296220362186432,-0.39731645584106445,0.045196302235126495,0.08209740370512009]"
7366,"[-0.09312271326780319,0.04073265567421913,-0.08286496251821518,-0.031230885535478592,0.07640134543180466]"
49649,"[-0.08030159771442413,0.038962364196777344,0.08449623733758926,0.034924834966659546,0.05166930705308914]"
3655,"[-0.04892497882246971,-0.05461348593235016,-0.035788364708423615,-0.019293103367090225,0.1014477089047432]"
1644,"[0.009638831950724125,0.03543727472424507,0.12286807596683502,0.037742774933576584,-0.011182854883372784]"
2297,"[0.13541649281978607,0.16908930242061615,-0.04157702624797821,0.07187499105930328,-0.009753668680787086]"
1904,"[0.013819688931107521,-0.07907817512750626,-0.09256003797054291,-0.0721825361251831,0.08591866493225098]"
1951,"[-0.13446038961410522,-0.09203281998634338,-0.11821725964546204,-0.04360140860080719,0.008245030418038368]"
3550,"[-0.03350649029016495,-0.08113563060760498,-0.2284451425075531,0.014736456796526909,0.01731465943157673]"
100906,"[-0.05091496556997299,-0.07074356824159622,-0.03012872487306595,0.01638946682214737,0.058900926262140274]"
106072,"[-0.08533407002687454,-0.09288796782493591,-0.1965363770723343,-0.02013533189892769,0.006733768153935671]"
3676,"[-0.04550996422767639,-0.026750478893518448,-0.12886971235275269,0.06927675008773804,0.1936686784029007]"
2977,"[-0.03838416188955307,-0.04057851806282997,-0.06914738565683365,-0.026399914175271988,0.04881666600704193]"
44864,"[-0.11555420607328415,0.024074217304587364,-0.06124040484428406,0.014180449768900871,0.022226011380553246]"
65802,"[-0.033334191888570786,0.010769928805530071,0.028015557676553726,-0.05964989960193634,0.036995191127061844]"
4220,"[-0.04676346480846405,0.015091335400938988,-0.10580983012914658,-0.10714852809906006,-0.018445532768964767]"
99030,"[0.03209993243217468,0.05935338884592056,0.04271239787340164,-0.08762883394956589,0.0494571328163147]"
5603,"[-0.0591123141348362,-0.06906408071517944,-0.10489310324192047,0.000941453967243433,0.06567645817995071]"
62849,"[-0.10231445729732513,-0.011974752880632877,-0.2277514934539795,-0.08617958426475525,0.03558091074228287]"
5994,"[0.005769295617938042,-0.03301059082150459,-0.08749851584434509,-0.04801611229777336,0.17055679857730865]"
117867,"[0.02966185286641121,0.06030777841806412,-0.12157120555639267,0.03516831994056702,-0.019838031381368637]"
998,"[0.030774304643273354,0.05422360077500343,0.025363503023982048,-0.017695138230919838,0.06907200813293457]"
4293,"[-0.058728061616420746,-0.056586842983961105,-0.017419220879673958,-0.010719988495111465,-0.09518330544233322]"
2624,"[-0.09183213114738464,0.05197504162788391,0.008654475212097168,0.1233530044555664,0.05490589141845703]"
7090,"[-0.13515549898147583,-0.09613144397735596,-0.011701501905918121,-0.04252317175269127,0.6499770879745483]"
2901,"[-0.002782979514449835,-0.10215573012828827,0.04139244928956032,0.10929974913597107,0.19187557697296143]"
78105,"[-0.07268243283033371,-0.12009524554014206,-0.0872870534658432,0.06219321861863136,0.06634639948606491]"
42718,"[0.06012260541319847,-0.037273261696100235,-0.0907316505908966,-0.04298912733793259,-0.006987898610532284]"
8938,"[-0.02889987640082836,0.005261210724711418,-0.009749802760779858,-0.014789242297410965,-0.039671145379543304]"
167036,"[-0.21668308973312378,-0.04408376291394234,-0.3559390604496002,-0.018516145646572113,0.07093428820371628]"
110127,"[0.026082227006554604,0.02858470194041729,-0.12660068273544312,0.0523080974817276,0.05197712406516075]"
63479,"[-0.18260431289672852,-0.12222958356142044,-0.127414271235466,-0.11040648818016052,-0.045222748070955276]"
26003,"[-0.10719990730285645,-0.05120651796460152,-0.06491725891828537,-0.12749119102954865,0.029079392552375793]"
6375,"[0.05048901587724686,0.04227198660373688,-0.025454524904489517,0.05561523139476776,0.04441003501415253]"
4321,"[-0.2308838963508606,0.04336455464363098,-0.38416072726249695,-0.04778572544455528,0.06133565306663513]"
4387,"[-0.08123240619897842,-0.13787497580051422,-0.1590813547372818,-0.035186078399419785,0.06392045319080353]"
176601,"[0.06865803152322769,-0.11749814450740814,-0.057560622692108154,-0.04384147375822067,-0.0835668072104454]"
3252,"[0.07030442357063293,-0.09572513401508331,-0.05941745638847351,-0.08500446379184723,0.1872626692056656]"
5224,"[-0.1733219027519226,-0.06529209762811661,-0.0917569175362587,-0.08429180085659027,0.04882310703396797]"
5949,"[-0.0735405907034874,-0.05913003906607628,-0.005731295794248581,-0.10643942654132843,0.01670992560684681]"
2094,"[0.04311399534344673,0.07582266628742218,-0.08523833006620407,-0.01398360077291727,-0.07832707464694977]"
4231,"[0.013879930600523949,0.11712764948606491,-0.04243595898151398,0.06356953084468842,0.02725491113960743]"
96417,"[-0.1189064309000969,-0.08516184240579605,-0.1623210608959198,-0.03920475393533707,0.04476320371031761]"
685,"[0.06885017454624176,0.08996425569057465,-0.033313918858766556,-0.031394436955451965,0.04866538941860199]"
474,"[0.35948628187179565,0.3696528971195221,0.2523442804813385,-0.6869312524795532,-0.5112466216087341]"
57528,"[0.036041732877492905,0.0722183883190155,-0.21988445520401,-0.04434610530734062,0.005745570175349712]"
947,"[0.13855287432670593,-0.12274260818958282,-0.024360137060284615,-0.04772527515888214,0.08536398410797119]"
1489,"[0.02755058743059635,0.06486207246780396,-0.09610656648874283,0.08151599019765854,-0.02250686101615429]"
73344,"[-0.06119166687130928,0.011084883473813534,-0.09037578105926514,0.05726088583469391,0.1080305203795433]"
1650,"[-0.013613873161375523,0.04515412077307701,0.0435456782579422,0.10199369490146637,-0.1041700467467308]"
3471,"[0.015995556488633156,-0.15551362931728363,-0.30710774660110474,-0.0880226120352745,0.22341419756412506]"
112897,"[-0.1507064253091812,0.021084889769554138,-0.1186797171831131,-0.07764291018247604,0.07863552868366241]"
167064,"[-0.07935908436775208,-0.005532403476536274,-0.09252041578292847,-0.07567156851291656,0.014816546812653542]"
4234,"[-0.01911170594394207,0.08129309862852097,-0.09372438490390778,-0.030375851318240166,0.0243531484156847]"
